语料ID,文本,产品名称,年份,产品ID
餐饮评论-2247,"刚开业第一天。要啥没啥。一份八分熟太熟一份又太生。肉质一般筋多，切不来。。很伤心。反正体验不好。
高级2人扒餐，提供免费WiFi",优悦西餐厅（维斯顿店）,2020,ID1247
餐饮评论-2248,"嗷他家泡芙它好吃了！里面的奶油一点都不腻！性价比一百分！
蛋挞1个，提供免费WiFi",元晟坊蛋糕（南香公园店）,2020,ID1248
餐饮评论-2249,"这是第五次还是第六次过来吃，味道真好非常不错
3-4人火锅套餐",顺德火焰醉鹅坊（站北五路店）,2020,ID1249
餐饮评论-2250,"好吃哟
榴莲千层蛋糕1个，约2磅，圆形",果之度（迎宾三路店）,2020,ID1250
餐饮评论-2251,"蛋糕感觉不错，服务也好！！
榴莲千层蛋糕1个，约2磅，圆",CAKE情迷黑森林,2020,ID1251
餐饮评论-2252,"好！
土豪超多榴莲千层蛋糕（5层榴莲果肉)约2磅1个，约6寸，圆",甜在心扉千层蛋糕（茂名店）,2020,ID1252
餐饮评论-2253,"还不错
蟹柳海草紫菜卷1份",小乔紫菜卷（小乔店）,2020,ID1253
餐饮评论-2254,"真正非常好吃，又好看，水果又新鲜
蛋糕2选1,约1磅，圆",CAKE情迷黑森林,2020,ID1254
餐饮评论-2255,"多次购买，环境好，食品质量不错
高级2人扒餐，提供免费WiFi",优悦西餐厅（维斯顿店）,2020,ID1255
餐饮评论-2256,"一般般的口味，没有很出众，性价比也适中
滋味烤鸡双人餐，提供免费WiFi",优乐堡（开发区店）,2020,ID1256
餐饮评论-2257,"不想昧着良心给好评，这蛋糕口感完全就像放了几天一样。一切全碎了。。做生意不易，但是顾客的钱也不是大风刮来的。
蛋糕8选1",优之品西点,2020,ID1257
餐饮评论-2258,"好吃，老顾客了，每次放假都要去买一份打包回来吃，好好吃，值得品尝！
紫菜肉松卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2020,ID1258
餐饮评论-2259,"好吃，下次再来
千层榴莲1磅1个，约1磅，图形",甜在心扉千层蛋糕（茂名店）,2020,ID1259
餐饮评论-2260,"榴莲少不说，奶油又少，就得一层层皮。一次差个一次，难道网上订购的就这样，不再圈粉
榴莲千层蛋糕1个，约2磅，圆形",果之度（为民店）,2020,ID1260
餐饮评论-2261,"还不错，经济实惠，团购优惠，下次再来！
滋味烤鸡双人餐，提供免费WiFi",优乐堡（开发区店）,2020,ID1261
餐饮评论-2262,"不错！经济实惠！团购优惠！下次再来！
超值汉堡单人餐，提供免费WiFi",优乐堡（开发区店）,2020,ID1262
餐饮评论-2263,"味道不错，价格优惠……
蛋挞1个，提供免费WiFi",元晟坊蛋糕（南香公园店）,2020,ID1263
餐饮评论-2264,"味道还不错！经济实惠！团购优惠，下次再来！
超抵鸡腿堡2个，建议单人使用",优乐堡（开发区店）,2020,ID1264
餐饮评论-2265,"#套餐：泡芙 蛋挞 2 选 1很好吃
蛋挞1个，提供免费WiFi",元晟坊蛋糕（南香公园店）,2020,ID1265
餐饮评论-2266,"很好
榴莲千层蛋糕1个，约2磅，圆",CAKE情迷黑森林,2020,ID1266
餐饮评论-2267,"挺好的，就是榴莲少了一点吧？
榴莲千层蛋糕1个，约1.5磅，圆",果之度（为民店）,2020,ID1267
餐饮评论-2268,"好吃！()hiahiahia店长说吃不胖的哟，外表酥脆，一口下去奶香满口，淡淡的，不腻哟！很棒！外观也十分美丽！看上去就满满的食欲了！
泡芙1个，提供免费WiFi",菠斯蒂蛋糕,2020,ID1268
餐饮评论-2269,"外表软萌，入口冰凉软糯，咬下去淡淡的奶油+夹心，幸福得飞起来好吗！
两种口味雪莓娘1份",菠斯蒂蛋糕,2020,ID1269
餐饮评论-2270,"很好吃，小朋友们非常喜欢吃，货真价实吧！
9英寸重口味版榴莲千层蛋糕（约3磅）1个，约9英寸，圆形",甜在心扉千层蛋糕（茂名店）,2020,ID1270
餐饮评论-2271,"很好吃
6寸杏仁可可薄脆咸奶油芝士爆浆蛋糕（可叠加磅数）1个，约1磅，圆形",元晟坊蛋糕（南香公园店）,2020,ID1271
餐饮评论-2272,"嗯 就这样吧 …
榴莲千层切件蛋糕1件",果之度（为民店）,2020,ID1272
餐饮评论-2273,"味道一如既往的好吃，很喜欢这个，一家人吃刚刚好。
榴莲千层蛋糕1个，约2磅，圆形",果之度（迎宾三路店）,2020,ID1273
餐饮评论-2274,"蛋糕味道不错滴，就是包装盒是有脏东西，弄到蛋糕也有了，希望店家可以注意卫生。
榴莲千层蛋糕1个，约2磅，圆形",果之度（为民店）,2020,ID1274
餐饮评论-2275,"好吃
黄金蝴蝶虾1份",尊宝比萨（康泰又一城店）,2020,ID1275
餐饮评论-2276,"好吃，挺好吃的。一个人都能吃饱。
大胃王单人套餐，提供免费WiFi",旺角亭（为民店）,2020,ID1276
餐饮评论-2277,"榴莲千层好好吃啊啊哈哈
榴莲千层切件蛋糕1件",果之度（为民店）,2020,ID1277
餐饮评论-2278,"水果熟烂的味道。不新鲜，商家态度差
蛋糕2选1,约3磅，圆",CAKE情迷黑森林,2020,ID1278
餐饮评论-2279,"菜品真的不错，价钱合适，值得回头再次品尝！希望继续保持水准！
高级2人扒餐，提供免费WiFi",优悦西餐厅（维斯顿店）,2020,ID1279
餐饮评论-2280,"没有很好喝，甜不甜咸不咸，茶都不香
奶茶5选2，提供免费WiFi",元晟坊蛋糕（南香公园店）,2020,ID1280
餐饮评论-2281,"很大一个，但果肉不多，好多都是奶油
雪媚娘3选2，提供免费WiFi",元晟坊蛋糕（南香公园店）,2020,ID1281
餐饮评论-2282,"不配送达地区电话短信都没一个来的。。。。。差评！
汉堡+鸡腿套餐，建议单人使用",优乐堡（开发区店）,2020,ID1282
餐饮评论-2283,"真的浓浓的榴莲味，榴莲肉料十足，是我吃过最好吃最多榴莲肉的榴莲千层，大家喜欢的可以选这家果之度店，价格优美并且还很好吃，我无限购买的一家店，默默地把它标星，只要想吃或者谁生日都买它，没错，我就是被它吸引住了
榴莲千层蛋糕1个，约3磅，圆形",果之度（为民店）,2020,ID1283
餐饮评论-2284,"不错，挺好的(*`*)
蛋糕2选1,约1磅，圆",CAKE情迷黑森林,2020,ID1284
餐饮评论-2285,"喜欢，爱了爱了
蛋糕2选1,约4磅，圆",CAKE情迷黑森林,2020,ID1285
餐饮评论-2286,"感觉还行 够八个人吃吧 就是餐具太少了 就只有五个 忘记要了
3磅榴莲千层蛋糕1个，约9英寸，圆形",果之度（迎宾三路店）,2020,ID1286
餐饮评论-2287,"无论在哪个城市都想吃尊宝哈哈，没有想到高州也开了尊宝，太惊喜了！双人套餐非常划算！分量很足！环境也不错下次还会再来又一城店！第一次尝试榴莲之外的披萨没有失望！！！还是不错的哈哈！最爱的烤翅和爆米花
超值双人餐",尊宝比萨（康泰又一城店）,2020,ID1287
餐饮评论-2288,"真的是高州最好吃的寿司 没有之一 菜品质量稳定 上菜快 分量真的超级足 这一点比食也好很多 鳕鱼跟鳗鱼饭每次都点 虽然单价高 但是真的好多 我很能吃 每次吃几块寿司 一个饭都很饱了 希望继续保持 不能做差了 要不然在高州都不知道去哪里吃寿司了
200元代金券1张，可叠加2张",瀛食精致料理,2020,ID1288
餐饮评论-2289,"好
红豆双皮奶1杯，提供免费WiFi",小乔紫菜卷（小乔店）,2020,ID1289
餐饮评论-2290,"好吃
紫菜肉松卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2020,ID1290
餐饮评论-2291,"新鲜
鸡翅包饭套餐，建议单人使用",小乔紫菜卷（小乔店）,2020,ID1291
餐饮评论-2292,"里面的小哥哥超级帅，小姐姐说话好温柔，一定要去
休闲单人套餐，提供免费WiFi",旺角亭（为民店）,2020,ID1292
餐饮评论-2293,"超甜，我和女朋友一人一口把蛋糕干完了
土豪超多榴莲千层蛋糕，约1磅1个，约1磅，圆",甜在心扉千层蛋糕（茂名店）,2020,ID1293
餐饮评论-2294,"两个人吃分量很足，味道也不错。下次再来豪吃一顿
工作日午市双人餐",大赞∙炙烧寿司（万达广场店）,2020,ID1294
餐饮评论-2295,"超赞
尝鲜单人餐，可免费使用包间",鲜饮时光（高州店）,2020,ID1295
餐饮评论-2296,"很多次买这家的套餐了，非常的好吃，特别是蜜汁炸鸡，其他东西也都不错，很喜欢
滋味烤鸡双人餐，提供免费WiFi",优乐堡（开发区店）,2020,ID1296
餐饮评论-2297,"吃的时候就觉得有点发酸，和朋友一人吃了一口，刚吃完，肚子就疼！这评价也是在厕所里发的，希望店家不要把过期的东西拿出来卖了！虽然是团购的，我们也是花钱买的。真是倒霉……
榴莲千层/草莓千层切2选1",CAKE情迷黑森林,2020,ID1297
餐饮评论-2298,"#套餐：雪媚娘/芒果千层切件 2 选 1这雪媚娘我是真的没有吃出是什么味道的，只有奶油！哎，还是那种劣质奶油，实在不敢吃！第一次也是最后一次帮衬。
雪媚娘/芒果千层切件2选1",CAKE情迷黑森林,2020,ID1298
餐饮评论-2299,"#套餐：榴莲千层卷这是榴莲的？里面就只有奶油和一片薄薄草莓奶油吃了好想吐，胃都反酸了。
榴莲千层卷1个，提供免费WiFi",CAKE情迷黑森林,2020,ID1299
餐饮评论-2300,"非常愉快的一次用餐体验，服务好，老板热情，份量足，味道鲜美，特别是鹅肠，份量稍少一些，哈哈，鹅肾鹅血也不错，5个大人3个小孩不够4百块就搞定，去的时侯还怕老人小孩不喜欢，不韧还很软，大家都喜欢吃，真的不错
6人套餐，提供免费WiFi",顺德火焰醉鹅坊（站北五路店）,2020,ID1300
餐饮评论-2301,"去店里吃吧姐妹们！真的好吃！热呼呼的，米饭又软又香
日式鸡柳卷1份，提供免费WiFi",小乔紫菜卷（小乔店）,2020,ID1301
餐饮评论-2302,"榴莲的很好吃 服务态度也很好<3
苏丹王黄金果肉榴莲比萨(10吋)1份",尊宝比萨（康泰又一城店）,2020,ID1302
餐饮评论-2303,"味道还可以吧，家里人比较喜欢吃榴莲千层，只不过没有之前的那么多榴莲了，毕竟现在的榴莲较贵。
榴莲千层蛋糕1个，约3磅，圆形",果之度（为民店）,2020,ID1303
餐饮评论-2304,"第一次吃惊艳，第二次吃一般，可能都是第一次吃的东西美味
票子园1个，约1磅，圆形",菠斯蒂蛋糕,2020,ID1304
餐饮评论-2305,"可以哦不错 好吃。。。。
泡芙1个，提供免费WiFi",菠斯蒂蛋糕,2020,ID1305
餐饮评论-2306,"0416是我家朱一龙先生生日，定了个小小的蛋糕，出乎意外的漂亮和好吃，甜而不腻，还有点清新，啊啊啊太可爱了这个蛋糕，店家很好还给了我喜欢的绿丝带，祝我先生生日快乐啦，以后买蛋糕就买这家！！！！赞不绝口！！！！
水果布丁1个，约1磅，圆",菠斯蒂蛋糕,2020,ID1306
餐饮评论-2307,"很喜欢这家的榴莲千层，非常香甜，符合我的口味
榴莲千层/草莓千层切2选1",CAKE情迷黑森林,2020,ID1307
餐饮评论-2308,"买过很多次了，挺喜欢这家店的蛋糕
雪媚娘/芒果千层切件2选1",CAKE情迷黑森林,2020,ID1308
餐饮评论-2309,"还行。
榴莲千层蛋糕1个，约3磅，圆形",果之度（为民店）,2020,ID1309
餐饮评论-2310,"感觉榴莲味没有以前浓郁了，后半部分吃到的就只有奶油了，榴莲的份量应该是减少了吧，以前会打五星，这次真不值
榴莲千层切件+粒粒芒果爽，建议单人使用",果之度（迎宾三路店）,2020,ID1310
餐饮评论-2311,"蛋糕做的很好看，味道非常鲜美好吃，家人很喜欢………
水果忌廉夹心蛋糕（二层）1个，约4磅，圆",清香面包店（车田街店）,2020,ID1311
餐饮评论-2312,"味道不错，美团比较划算，就喜欢吃咸奶油
下午茶甜品3选1",元晟坊蛋糕（南香公园店）,2020,ID1312
餐饮评论-2313,"喜欢玉子寿司和炙烧熟虾反卷的口感味道不错
尝鲜单人餐，可免费使用包间",鲜饮时光（高州店）,2020,ID1313
餐饮评论-2314,"就是奶油太多了，总体还不错#雪媚娘
雪媚娘/芒果千层切件2选1",CAKE情迷黑森林,2020,ID1314
餐饮评论-2315,"雪媚娘好吃
雪媚娘/芒果千层切件2选1",CAKE情迷黑森林,2020,ID1315
餐饮评论-2316,"不错
20元代金券1张，可叠加",元晟坊蛋糕（南香公园店）,2020,ID1316
餐饮评论-2317,"很好吃呦，味道不错，小小只的
泡芙1个，提供免费WiFi",菠斯蒂蛋糕,2020,ID1317
餐饮评论-2318,"总体还可以吧，奶油多了一点，稍微有点腻，其他的还好。
蛋糕8选1",优之品西点,2020,ID1318
餐饮评论-2319,"很好。
榴莲千层蛋糕1个，约2磅，圆形",果之度（迎宾三路店）,2020,ID1319
餐饮评论-2320,"很好吃，经常在她家买，老客户了。
超抵鸡腿堡2个，建议单人使用",优乐堡（开发区店）,2020,ID1320
餐饮评论-2321,"好吃。
3-4人火锅套餐",顺德火焰醉鹅坊（站北五路店）,2020,ID1321
餐饮评论-2322,"很好吃，下次还会去
3-4人火锅套餐",顺德火焰醉鹅坊（站北五路店）,2020,ID1322
餐饮评论-2323,"还可以吧
海盐鲜果杯1个，约1杯，杯",菠斯蒂蛋糕,2020,ID1323
餐饮评论-2324,"服务态度恶劣，货不对版，网上的图片没有写生日快乐，我也没有要求说要写，等我去拿蛋糕，却和我说上面写了生日快乐。没有时间观念，提前了一个晚上预定，到了晚上六点多我去店拿，却跟我说还要等半个小时，搞笑
榴莲千层蛋糕1个，约2磅，圆形",果之度（为民店）,2020,ID1324
餐饮评论-2325,"蛋挞挺好吃的，皮很酥，就是甜了点，味道再淡一些就好了
蛋挞1个，提供免费WiFi",元晟坊蛋糕（南香公园店）,2020,ID1325
餐饮评论-2326,"榴莲雪媚娘，价格便宜，味道不错，里面的馅特别喜欢，不太喜欢吃皮，有点腻
雪媚娘3选2，提供免费WiFi",元晟坊蛋糕（南香公园店）,2020,ID1326
餐饮评论-2327,"味道还算可以，可惜榴莲的分量不太多
榴莲千层蛋糕1个，约2磅，圆形",果之度（迎宾三路店）,2020,ID1327
餐饮评论-2328,"鸡汤味道很好，上菜速度很快，来了很多次了，服务态度比富的好多，
香菇焖鸡饭1份，包间免费",盛香烧鹅（东方市场店）,2020,ID1328
餐饮评论-2329,"蛋糕挺好吃的，订过几次了，我比较喜欢吃水果，这款蛋糕水果多，奶油，蛋糕胚口感也好，老板娘也挺好的，有一次要的急，老板娘急急忙忙帮我赶出来，一直提醒我赶紧回家放冰箱一会，不然会化，价格也不贵，水果也都是新鲜的
蛋糕8选1",优之品西点,2020,ID1329
餐饮评论-2330,"服务员一副高高在上的样子，服务态度真的不敢恭维
榴莲千层切件蛋糕1件",果之度（为民店）,2020,ID1330
餐饮评论-2331,"服务态度真的差，下次不再会去了
榴莲千层切件蛋糕1件",果之度（为民店）,2020,ID1331
餐饮评论-2332,"五星服务
欢聚家庭套餐，建议3-4人使用",优悦西餐厅（维斯顿店）,2020,ID1332
餐饮评论-2333,"挺好吃的，味道很好！价格不贵！
榴莲班戟（3个）1份",元晟坊蛋糕（南香公园店）,2020,ID1333
餐饮评论-2334,"经常订她家外卖，算是老顾客了，以前真的挺不错的，现在服务不行了，态度又差
汉堡+鸡腿套餐，建议单人使用",优乐堡（开发区店）,2020,ID1334
